brand_id;brand_name;count
965;Alfa Romeo;106
1733;Jeep;106
1807;Інше;106
2062;Переговорні пристрої;105
3083;Віск для депіляції;105
3754;Динаміки / мікрофони;105
1815;Вихователь;104
1892;Інше;104
1917;Далекобійник;104
2346;Смачні подарунки;104
2766;Спортивні шкарпетки, гетри;104
3139;Інше;104
2008;Причіп дача;103
2267;Lincoln;103
2943;Спідниці на запах;103
2335;Інша корегуюча білизна;102
3041;Медичні рукавиці;102
3560;Лабораторне обладнання;102
2655;Унти;101
3219;Інше;101
3844;Ламінатори / біндери / шредери;101
1787;Фасадник;98
1933;Адміністратор;98
2385;Гофри;98
3190;Затискачі для грошей;98
1985;Яхта;97
2733;Набори;97
1990;Гідроцикл;96
2124;Колготки для вагітних;96
3205;Кліпси;96
2257;Dodge;95
2948;Анораки;95
1786;Сантехнік;94
2936;Фатінові спідниці;94
3293;GPS навігатори;94
1723;Seat;93
1969;Дорожній каток;93
3368;Шкарпетки;93
1859;Офіс менеджер;92
1977;Машина асенізатор (вакуумна);91
1998;Причіп контейнеровоз;91
3113;Термозахист;91
3155;Рюкзаки для ноутбука;91
1711;Honda;90
2327;Безшовні бюстгалтери;89
2938;Джинси кюлоти;89
3129;Лаки для нігтів;89
3847;Інше;89
1803;Масажист;88
2004;Причіп фургон;88
3216;Інше;88
3539;Ветеринарна допомога;88
1951;Одяг та взуття;87
2313;Корегуючі шорти і панталони;86
2438;Конденсатори кондиціонера;86
2764;Смокінги;86
2781;Блейзери;86
3248;Прикраси для пірсингу;86
3481;Ремонт взуття та сумок;86
3736;Pixus;85
1779;Муляр;84
1996;Бортовий напівпричіп;84
2054;Тримач для телефона, планшета;84
2489;Гальмівні камери та енергоакумулятори;84
2730;Парфумовані олії і масляні духи;84
3068;Коректори;84
1782;Зварювальник;83
1799;Сторож;83
3749;Роз'єми;83
1709;Fiat;82
2104;Свічки запалювання;82
2286;ЗАЗ;82
3124;BB-креми і CC-креми;82
1885;Сушист;81
2606;Весільні рукавички і пояси;81
2755;Домашній одяг;81
2711;Дутики;80
2877;Спортивна білизна;80
3073;Накладні нігті;80
1702;Alfa Romeo;79
3543;Інтернет-магазини;79
1836;Інше;78
1863;Тракторист;78
1907;Автоелектрик;78
3051;Антисептики;78
3381;Інше;78
1780;Плиточник;76
1891;Аніматор;76
2661;Дезерти;76
2786;Шорти бермуди;76
3028;Пристосування для стоп;76
3056;Підводка;76
3123;Бронзери;76
3192;Портупеї;76
3449;Трактор, комбайн;76
1784;Маляр;75
1820;Стоматолог;75
1475;Банки / фінанси / страхування / юриспруденція;74
2093;Мастильні;74
2254;Chrysler;74
2731;Одеколон;74
1764;Buick;73
1789;Електрик;73
3005;Кільцеві лампи;73
3542;Франшизи;73
1546;Cadillac;72
2333;Корегуючі труси;72
2615;Черевики і кросівки;72
3078;Пілінг для обличчя;72
1015;Great Wall;71
2064;Протиугінні системи;71
2974;Домашні штани та брюки;71
3026;Косметика для гоління;71
3397;Сумки скидання магазинів;71
2285;ГАЗ;70
2343;Подарунки на 8 березня;70
2999;Інше;70
1833;SMM-менеджер;69
2294;Інший одяг для вагітних;69
3066;Спонжі;69
1817;Інше;68
1876;Покоївка;68
1901;Інше;67
1972;Бетонозмішувачі (міксери);67
2323;Інші купальники;67
2352;Мило ручної роботи;67
2658;Хайкери;67
2989;Інші вишиванки;67
3003;Для солярію;67
1860;HR;66
2167;Вентилятор в авто;66
3109;Крем для рук;66
3191;Шпильки;66
1121;ИЖ;65
1558;BYD;65
2321;Корегуючі корсети;65
1805;Тренер;64
2808;Одяг для бігу;64
3394;Медичні підсумки;64
3498;Оцифрування та реставрація;64
3071;Скраби для тіла;63
3126;Бази / праймери під макіяж;63
1831;Дизайнер;62
1976;Лісозаготівельна техніка;62
2250;Acura;62
3100;Мочалки для душу;62
2211;LG;60
2594;Накидки;60
3057;Бальзами для волосся;60
1746;SsangYong;59
1840;Токар;59
2717;Еспадрилі;59
2725;Інше;59
3484;Виготовлення ключів;59
3519;Встановлення та ремонт систем безпеки;59
1536;ЛуАЗ;58
1851;Монтажник;58
2217;Blaupunkt;58
2540;Гумки для склоочисників;58
2590;Підв'язки для нареченої;58
3046;Окислювач для волосся;58
1798;Інше;57
1915;Диспетчер;57
1971;Мінінавантажувач;57
2605;Запрошення на весілля;57
2973;Домашні сукні;57
1852;Механік;56
1883;Пекар;56
2225;Kicx;56
2600;Віяла і сумочки;56
3108;Засоби від випадіння волосся;56
1816;Репетитор;55
1847;Складальник;55
2634;Аквашузи (коралоходи);55
1594;GMC;54
1732;Land Rover;54
1834;Контент-менеджер;54
1854;Оператор ЧПУ;54
2277;Seat;54
3084;Засоби для інтимної гігієни;54
3131;Масла для тіла;54
3075;Менструальні чаші;53
1821;Майстер з ремонту;52
1882;Кондитер;52
2216;Alpine;52
2990;Інше;52
3404;Пояси-патронташі;52
1908;Рихтувальник;51
2051;Підшоломники;51
2298;Пляжні шорти;51
2638;Топсайдери;51
3077;Інструменти для чистки обличчя;51
1849;Маляр;50
2213;Philips;50
3106;Міцелярна вода;50
3134;Інше;50
2205;Prology;49
2214;Incar;48
2614;Ботильйони;48
1822;Фармацевт;47
1887;Піцайоло;47
2060;Відбійники (крашпеди);47
3098;Засоби для засмаги;47
1937;Снігохід;46
1974;Бурова установка;46
2316;Бандо (без бретелів);46
2806;Одяг для тренажерного залу;46
2921;Лижні комбінезони;46
3085;Гіпс, бинти, тейпи;46
1725;Subaru;45
1785;Виконроб;45
2228;Sony;45
3089;Лаки для волосся;45
1853;Підсобник;44
1895;Водій;44
1927;Менеджер інтернет магазину;44
3775;Килимки для миші;44
1939;Картинг;43
1828;Оператор чату;42
1861;Інше;42
2001;Трал;42
2491;Ресивери;42
2049;Мотодощовики, мотобахіли;41
2094;Паливні;41
2276;Rover;41
2596;Болеро;41
1970;Всюдиходи;40
1967;Автогрейдер;39
2560;Прикурювачі та комплектуючі;39
3062;Косметика після гоління;39
3485;Послуги домробітниці;39
1736;Mini;38
1900;Пакувальник;38
2569;Фільтри ГБО;38
2575;Мастила для мототехніки;38
2979;Спортивні спідниці;38
1554;Saab;37
2684;Залізничні тепловози;37
2783;Інше;37
3097;Мус для волосся;37
3159;Носові хустинки;37
2095;Інші;36
2208;SHUTTLE;36
1542;Rover;35
2220;Focal;35
2226;Mystery;35
1864;Пилорамщик;34
2221;Hertz;34
3745;Інша студійна техніка;34
1566;MG;33
2053;Бризковики;33
2715;Аквашузи (коралоходи);33
2810;Інше;33
3061;Догляд за кутикулою;33
3395;Підсумки для гранат;33
1717;Mitsubishi;32
1889;Фотограф;32
2242;Pioneer;32
3841;Аксесуари та запчастини для прасок;32
1560;Daihatsu;31
1792;Менеджер з продажу;31
1960;Для тварин;31
2086;Кермові демпфери;31
2801;Куртки для сноубордів;31
2826;Інше;31
3385;Інше;31
2219;Edge;30
1855;Технолог;29
1943;Електроквадрацикли;29
3114;Косметика для ніг;29
1829;Інше;28
2077;Сайлентблоки;28
2317;Корегуючі пояси;28
3069;Лосьйони для волосся;28
3783;Стабілізатори для телефону;28
1586;JAC;27
2390;Полум'ягасники;27
2613;Балетки;27
2988;Футболки вишиванки;27
3055;Скраб для обличчя;27
3070;Хна;27
1552;Lancia;26
1953;Медична допомога;26
1988;Катамаран;26
2236;JBL;26
2798;Лижні комбінезони;26
3043;Олія для обличчя;26
3105;Щітки для сухого масажу;26
1968;Асфальтоукладач;25
2231;Alpine;25
2233;DLS;25
3060;Ополіскувачі для порожнини рота, зубів, ясен;25
3081;Сіль для ванни;25
3298;Коворкінги;25
1570;Isuzu;24
1975;Сміттєвоз;24
2209;Mystery;24
3092;Паста для шугарінгу;24
3102;Тінт для губ;24
3207;Шпильки;24
1488;Фото і відеоапаратура;23
1819;Оператор ПК;23
2218;DLS;23
2232;Blaupunkt;23
2598;Під'юбники;23
3034;Тонуючі засоби;23
3090;Піна для ванни;23
1576;Maserati;22
1738;Dodge;22
1823;Системний адміністратор;22
1832;Маркетолог;22
1842;Конструктор;22
1964;Їжа / Продукти;22
1973;Бетононасоси;22
2777;Мантія;22
2804;Штани для сноубордів;22
1572;Samand;21
1890;Модель;21
2056;Кріплення для номерів на мотоцикл;21
1739;Jaguar;20
1858;Секретар;20
2224;Kenwood;20
3750;Задні кришки;20
1562;Ravon;19
1564;Lifan;19
1705;Chevrolet;19
1930;Товарознавець;19
2336;Інше;19
1574;Dadi;18
1899;Будівельник;18
2073;Для мопедів;18
2820;Джогери;18
3072;Дорожні набори;18
3706;Polestar;18
1795;Юрист;17
2934;Штани для сноубордів;17
3058;Знебарвлення та освітлення;17
1804;Косметолог;16
1932;Менеджер по закупці;16
2602;Парасолі;16
3029;Одноразові шапочки;16
3104;Косметика для рук;16
1773;Ram;15
1873;Інше;15
2683;Карети;15
115;Пошук попутників;14
2239;Kicx;14
2244;Sony;14
3067;Спрей для обличчя;14
1835;Копірайтер;13
2223;JVC;13
2680;Літаки;13
2066;Стенди та підйомники;12
2288;Москвич;12
2492;Ретардери;12
3118;Крем для ніг;12
3120;Дезодорант для ніг;12
3838;Аксесуари та запчастини для сушильних машин;12
1991;Каяк;11
2328;Сліди;11
2939;Куртки для сноубордів;11
1550;Iveco;10
1580;РАФ;10
2212;Swat;10
2240;Magnat;10
2699;Мунбути;10
3250;Шпильки;10
1568;Богдан;9
1775;Samsung;9
1877;Менеджер;9
2682;Дельтаплани;9
2685;Залізничні вагони;9
3048;Зубний порошок;9
3850;Інша оргтехніка;9
3037;Рідина для зняття лаку;8
3185;Шнурки;8
1582;Hummer;7
1590;ZX;7
2234;Ground Zero;7
3074;Крем для депіляції;7
1578;Wartburg;6
1735;Smart;6
1862;Агроном;6
1897;Доглядальниця;6
3103;Засоби від лупи;6
1765;FAW;5
9;Головна;4
328;Головна;4
1706;Chrysler;4
1743;Cadillac;4
1767;Lamborghini;4
1896;Няня;4
1923;Супервайзер;4
2235;Hertz;4
2238;Kenwood;4
1067;Oldsmobile;3
1413;Brilliance;3
1584;Pontiac;3
1592;Chana;3
1722;Saab;3
1745;Aixam;3
1777;TATA;3
1794;Інше;3
1931;Керівник відділу продажів;3
2229;Supra;3
2287;ИЖ;3
1763;BMW-Alpina;2
1766;Groz;2
2237;JVC;2
2243;Pride;2
2245;Supra;2
3781;Засоби для чищення;2
1544;Bentley;1
1588;Ferrari;1
1762;Aston Martin;1
1768;Lotus;1
1772;Proton;1
1774;Rolls-Royce;1
1793;Брокер;1
1898;Зварювальник;1
